brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
52707,for_sale,155000,3,2,,6949,Trujillo Alto,Puerto Rico,976,1380,
67333,for_sale,75000,3,2,,6942,Juana Diaz,Puerto Rico,795,1000,
61710,for_sale,370000,4,3,0.14,1888330,Guaynabo,Puerto Rico,966,2132,
101850,for_sale,990000,2,2,,399879,San Juan,Puerto Rico,909,2169,
52707,for_sale,230000,7,5,0.12,1186147,San Juan,Puerto Rico,917,2395,
49569,for_sale,135000,2,2,,1862017,San Juan,Puerto Rico,926,909,
28817,for_sale,499000,4,2,0.07,1619574,San Juan,Puerto Rico,926,2027,
52707,for_sale,450000,6,5,0.22,1852833,Guaynabo,Puerto Rico,969,2830,
99732,for_sale,1685000,2,3,0.05,809993,Santurce,Puerto Rico,907,1924,
28817,for_sale,175000,2,1,,601701,Guaynabo,Puerto Rico,921,1000,
33842,for_sale,425000,5,6,0.11,1596208,San Juan,Puerto Rico,907,3253,
101850,for_sale,879000,3,2,,399882,San Juan,Puerto Rico,909,1345,
33842,for_sale,799900,4,4,0.19,1854875,San Juan,Puerto Rico,926,3089,
19383,for_sale,660000,,,0.05,947746,San Juan,Puerto Rico,915,6900,
28110,for_sale,1250000,5,3,0.1,607985,San Juan,Puerto Rico,911,2391,
50739,for_sale,24900,,,0.32,517468,Toa Baja,Puerto Rico,949,,
12434,for_sale,1150000,2,2,,377298,San Juan,Puerto Rico,907,1930,
28110,for_sale,600000,2,1,,1468738,San Juan,Puerto Rico,907,1147,
67333,for_sale,125000,,,0.6,914059,Cidra,Puerto Rico,739,,
103379,for_sale,229900,3,2,0.08,1837498,Toa Baja,Puerto Rico,949,1900,
21873,for_sale,285000,5,3,340,116796,Catano,Puerto Rico,962,2300,
29830,for_sale,420000,4,2,0.07,1452163,Toa Baja,Puerto Rico,949,2400,
99732,for_sale,4250000,3,4,,77299,Old San Juan,Puerto Rico,901,3900,
101850,for_sale,359000,1,1,,399884,San Juan,Puerto Rico,909,718,
82828,for_sale,3950000,3,3,,1766067,San Juan,Puerto Rico,901,3900,
46667,for_sale,317000,2,1,,1768307,San Juan,Puerto Rico,907,702,
52707,for_sale,450000,1,1,,1841986,San Juan,Puerto Rico,907,812,
82828,for_sale,2975000,4,3,,1750794,San Juan,Puerto Rico,907,3000,
99732,for_sale,2500000,,6,,343851,San Juan,Puerto Rico,907,5530,
52707,for_sale,68500,3,2,0.89,1520932,Guayama,Puerto Rico,784,1416,
52707,for_sale,59900,6,2,0.25,1856916,Cayey,Puerto Rico,736,1053,
52707,for_sale,68500,2,1,0.09,592827,Guayama,Puerto Rico,784,1344,
52707,for_sale,83500,4,2,0.1,1842689,Guayama,Puerto Rico,784,1029,
50739,for_sale,57900,6,2,0.04,764611,Guayama,Puerto Rico,784,1500,
52707,for_sale,80000,3,1,0.03,6929,San Lorenzo,Puerto Rico,754,1379,
59533,for_sale,73000,3,1,0.08,1897253,Patillas,Puerto Rico,723,800,
62409,for_sale,135000,5,3,0.48,1850848,San Lorenzo,Puerto Rico,754,1945,
40848,for_sale,95000,4,1,0.25,1855322,Yabucoa,Puerto Rico,767,1120,
3633,for_sale,65000,4,2,0.02,1244430,Patillas,Puerto Rico,723,,
78414,for_sale,199000,2,1,0.77,1875717,Guayama,Puerto Rico,974,1400,
28110,for_sale,1250000,1,1,25.94,1902751,Cayey,Puerto Rico,736,3000,
59533,for_sale,76600,3,1,0.06,1916071,San Juan,Puerto Rico,921,730,
82387,for_sale,115000,4,1,0.1,1446292,Guaynabo,Puerto Rico,969,1200,
52707,for_sale,145000,3,2,0.08,1307760,Bayamon,Puerto Rico,956,2555,
92147,for_sale,117000,3,2,0.03,1837375,Toa Baja,Puerto Rico,949,,
73046,for_sale,100000,2,1,,1086386,San Juan,Puerto Rico,923,845,
103379,for_sale,115000,3,1,0.44,598289,Toa Alta,Puerto Rico,954,1332,
60831,for_sale,100000,5,3,0.04,1837673,Bayamon,Puerto Rico,959,1900,
52707,for_sale,97000,1,1,,1667473,San Juan,Puerto Rico,924,673,
52707,for_sale,175000,3,2,,612268,San Juan,Puerto Rico,918,1297,
46710,for_sale,190000,3,3,0.11,1837647,San Juan,Puerto Rico,926,1996,
83071,for_sale,450000,2,2,,6384,San Juan,Puerto Rico,909,2564,
60313,for_sale,385000,8,6,0.07,1582070,San Juan,Puerto Rico,907,3400,
41507,for_sale,86000,1,1,,918514,San Juan,Puerto Rico,924,600,
101850,for_sale,359000,1,1,,399880,San Juan,Puerto Rico,909,672,
72728,for_sale,480000,4,2,0.13,1150374,Toa Baja,Puerto Rico,949,2700,
46475,for_sale,450000,5,3,0.1,652055,San Juan,Puerto Rico,917,3995,
77378,for_sale,275000,4,2,,20110,Guaynabo,Puerto Rico,969,1360,
11394,for_sale,450000,4,3,0.5,869841,Guaynabo,Puerto Rico,926,4000,
101850,for_sale,369000,1,1,,399881,San Juan,Puerto Rico,909,609,
52707,for_sale,399000,4,3,0.1,1837573,Guaynabo,Puerto Rico,969,2500,
8688,for_sale,3900000,3,3,,17950,San Juan,Puerto Rico,901,3621,
88441,for_sale,620000,2,1,,288427,San Juan,Puerto Rico,907,1152,
52707,for_sale,475000,3,2,,1136346,Guaynabo,Puerto Rico,969,1790,
18211,for_sale,1225000,6,4,0.27,696006,San Juan,Puerto Rico,926,4210,
52707,for_sale,388000,4,2,0.29,1837492,San Juan,Puerto Rico,926,2615,
105192,for_sale,575000,4,2,0.11,13323,San Juan,Puerto Rico,926,3141,
40848,for_sale,40000,3,1,0.09,1855334,Juncos,Puerto Rico,777,945,
52707,for_sale,180000,3,2,0.15,1650224,Guayama,Puerto Rico,784,1284,
109906,for_sale,75900,13,3,0.09,321137,Patillas,Puerto Rico,723,1609,
30051,for_sale,150000,3,2,4.67,1623242,Cayey,Puerto Rico,736,1095,
23780,for_sale,280000,3,3,1.17,1940320,Las Piedras,Puerto Rico,771,3000,
40848,for_sale,47000,3,1,0.07,1826884,Las Piedras,Puerto Rico,771,836,
52270,for_sale,160000,4,3,0.09,1888313,Humacao,Puerto Rico,791,2050,
33842,for_sale,210000,3,2,,1418645,Humacao,Puerto Rico,791,1638,
52707,for_sale,170000,1,1,,1842720,Humacao,Puerto Rico,791,948,
46667,for_sale,459000,,,0.11,1033377,Humacao,Puerto Rico,791,,
61543,for_sale,325000,,,0.52,1072160,Humacao,Puerto Rico,791,,
66902,for_sale,120000,,,7.79,1856935,Juncos,Puerto Rico,777,,
3633,for_sale,137200,3,2,0.42,792808,Las Piedras,Puerto Rico,771,1480,
52707,for_sale,205000,10,10,0.48,1902827,Las Piedras,Puerto Rico,771,4233,
52707,for_sale,77000,3,1,0.06,747236,Humacao,Puerto Rico,791,881,
52707,for_sale,85500,9,4,0.25,974456,Humacao,Puerto Rico,791,2666,
52707,for_sale,69900,2,1,,1843250,Humacao,Puerto Rico,791,722,
52270,for_sale,170000,4,2,0.16,350029,Humacao,Puerto Rico,791,1890,
23780,for_sale,356000,3,2,,1874097,Humacao,Puerto Rico,791,1790,
61710,for_sale,530000,3,3,0.06,1369295,Humacao,Puerto Rico,791,2988,
52707,for_sale,58000,4,2,0.06,1856990,Humacao,Puerto Rico,791,1443,
52707,for_sale,160000,3,3,0.14,1902764,Las Piedras,Puerto Rico,771,2700,
40848,for_sale,99000,6,3,0.08,329485,Humacao,Puerto Rico,791,2599,
3633,for_sale,60000,3,1,0.23,1209079,Humacao,Puerto Rico,791,938,
62409,for_sale,80000,4,2,0.08,1884211,Humacao,Puerto Rico,791,1315,
62409,for_sale,75000,3,1,0.06,1940222,Humacao,Puerto Rico,791,809,
3633,for_sale,150000,4,2,0.91,1837662,Humacao,Puerto Rico,791,1612,
50739,for_sale,129000,3,2,0.16,1916058,Humacao,Puerto Rico,791,1300,
62409,for_sale,50000,1,1,0.12,597562,Humacao,Puerto Rico,791,618,
44904,for_sale,92500,3,1,0.08,1012008,Humacao,Puerto Rico,741,920,
59533,for_sale,153000,4,3,0.08,1382495,Las Piedras,Puerto Rico,771,1770,
59533,for_sale,107000,3,2,0.17,1566767,Humacao,Puerto Rico,791,1150,
33842,for_sale,207000,4,3,0.2,200164,Juncos,Puerto Rico,777,2399,
109906,for_sale,300000,4,4,0.28,10226,Humacao,Puerto Rico,791,2500,
3633,for_sale,66000,3,1,0.39,588821,Juncos,Puerto Rico,777,1308,
40848,for_sale,96000,3,2,0.26,1856991,Humacao,Puerto Rico,792,1250,
87844,for_sale,159000,3,2,0.09,1898704,Las Piedras,Puerto Rico,771,1170,
59533,for_sale,132000,3,2,0.12,847813,Juncos,Puerto Rico,777,1000,
46475,for_sale,625000,5,4,0.9,12682,Las Piedras,Puerto Rico,771,4413,
33842,for_sale,129000,4,2,0.06,1639637,Humacao,Puerto Rico,741,1299,
40848,for_sale,161000,4,2,0.08,1970513,Humacao,Puerto Rico,791,1400,
52707,for_sale,275000,4,2,0.18,1856945,Humacao,Puerto Rico,791,1200,
3606,for_sale,695000,2,2,,20489,Humacao,Puerto Rico,791,1795,
62409,for_sale,81000,3,2,0.08,1940225,Naguabo,Puerto Rico,791,881,
52707,for_sale,825000,2,2,,1936217,Humacao,Puerto Rico,791,1770,
81736,for_sale,76000,2,1,0.05,57813,Humacao,Puerto Rico,791,782,
12434,for_sale,650000,4,3,0.22,1843083,Humacao,Puerto Rico,791,2175,
52205,for_sale,185000,3,2,0.1,1984140,Juncos,Puerto Rico,777,1000,
52707,for_sale,71000,3,1,0.22,1856988,Las Piedras,Puerto Rico,771,1083,
23780,for_sale,229000,3,2,0.25,1791660,Humacao,Puerto Rico,791,1960,
52707,for_sale,120000,3,2,0.25,1856989,Las Piedras,Puerto Rico,771,2100,
40848,for_sale,125000,3,2,,1877126,Humacao,Puerto Rico,791,1091,
12434,for_sale,1200000,4,4,,652769,Humacao,Puerto Rico,791,2488,
44904,for_sale,105000,5,2,0.23,840691,Humacao,Puerto Rico,791,1250,
60078,for_sale,325000,3,3,3.54,1856987,Naguabo,Puerto Rico,,2130,
31474,for_sale,62100,2,1,0.25,1902851,Canovanas,Puerto Rico,729,622,
89746,for_sale,88000,3,2,,1378190,Carolina,Puerto Rico,985,1000,
46667,for_sale,899000,5,3,0.1,984797,San Juan,Puerto Rico,913,2800,
74819,for_sale,90000,,,9.52,6928,Carolina,Puerto Rico,987,,
86129,for_sale,114000,4,2,0.09,1888307,Carolina,Puerto Rico,979,1600,
52707,for_sale,150000,5,2,0.2,1855323,Rio Grande,Puerto Rico,754,800,
109906,for_sale,225000,3,2,,1902860,Loiza,Puerto Rico,772,1168,
52270,for_sale,59200,2,1,,128219,Carolina,Puerto Rico,630,830,
52707,for_sale,218000,5,3,0.26,595715,Canovanas,Puerto Rico,729,3401,
109906,for_sale,200000,3,2,,1902895,Loiza,Puerto Rico,772,1405,
61710,for_sale,150000,3,2,,597981,Loiza,Puerto Rico,745,1300,
109906,for_sale,160000,3,2,,1902873,Loiza,Puerto Rico,772,1208,
61710,for_sale,150000,3,2,,595726,Loiza,Puerto Rico,745,1459,
34632,for_sale,300000,7,2,0.34,1739001,Rio Grande,Puerto Rico,745,2140,
49569,for_sale,139900,4,2,0.08,1988289,Loiza,Puerto Rico,,1080,
49555,for_sale,950000,6,5,0.15,1856346,San Juan,Puerto Rico,913,3210,
52707,for_sale,120000,,,0.61,1966341,Canovanas,Puerto Rico,729,,
3633,for_sale,72700,3,1,1.33,1854886,Rio Grande,Puerto Rico,745,843,
1205,for_sale,40000,3,1,0.04,1900778,Carolina,Puerto Rico,982,600,
43853,for_sale,187000,7,5,0.51,1935486,Carolina,Puerto Rico,982,1777,
52707,for_sale,86000,3,1,,635592,Carolina,Puerto Rico,987,1032,
46667,for_sale,155000,3,2,0.08,1136075,Carolina,Puerto Rico,985,1200,
62149,for_sale,295000,2,2,,6939,San Juan,Puerto Rico,913,895,
109906,for_sale,350000,3,1,0.1,141419,San Juan,Puerto Rico,913,1065,
52707,for_sale,700000,,,0.87,914248,Carolina,Puerto Rico,987,,
40848,for_sale,78100,4,2,0.25,1837600,Canovanas,Puerto Rico,729,1274,
86129,for_sale,62000,2,1,0.11,1584141,Loiza,Puerto Rico,772,924,
52707,for_sale,125000,4,2,0.09,836683,Carolina,Puerto Rico,982,3932,
52707,for_sale,99900,3,1,0.08,1947224,Carolina,Puerto Rico,985,857,
49569,for_sale,136000,3,1,0.06,1884209,Carolina,Puerto Rico,985,798,
52707,for_sale,610000,4,3,0.15,140033,Carolina,Puerto Rico,983,2611,
74819,for_sale,650000,2,2,,1672264,Carolina,Puerto Rico,979,1000,
52707,for_sale,720000,2,2,,613232,Carolina,Puerto Rico,979,2984,
103378,for_sale,140000,6,2,0.26,1856825,Carolina,Puerto Rico,979,4300,
74819,for_sale,29900,3,1,0.09,1366571,Canovanas,Puerto Rico,729,1000,
52707,for_sale,115000,4,2,0.13,1916221,Canovanas,Puerto Rico,729,2762,
62409,for_sale,103000,4,2,0.06,1837672,Loiza,Puerto Rico,729,1256,
71826,for_sale,229000,3,2,,624683,Carolina,Puerto Rico,979,1500,
52707,for_sale,165000,3,2,0.09,631094,Carolina,Puerto Rico,985,1109,
105192,for_sale,949000,3,3,,1943230,Carolina,Puerto Rico,979,2171,
74819,for_sale,49900,3,1,0.08,1174218,Canovanas,Puerto Rico,729,670,
74819,for_sale,72000,3,1,0.1,1888352,Canovanas,Puerto Rico,729,648,
52707,for_sale,65000,2,1,0.06,1837659,Canovanas,Puerto Rico,729,1538,
109906,for_sale,160000,2,2,,1940309,Loiza,Puerto Rico,772,1100,
100431,for_sale,210000,1,1,,1960683,Carolina,Puerto Rico,979,643,
12434,for_sale,148000,7,4,0.07,1345749,Canovanas,Puerto Rico,729,2500,
100431,for_sale,379900,2,1,,1917792,Carolina,Puerto Rico,979,1050,
28110,for_sale,10000000,8,8,0.33,915463,San Juan,Puerto Rico,913,7000,
74819,for_sale,88000,3,2,0.09,1916065,Carolina,Puerto Rico,979,1071,
59533,for_sale,90000,3,2,0.08,116069,Rio Grande,Puerto Rico,745,827,
59533,for_sale,90000,2,1,0.09,150506,Carolina,Puerto Rico,985,750,
59533,for_sale,91000,4,2,0.08,1312583,Carolina,Puerto Rico,983,1133,
101850,for_sale,2499900,2,2,,645126,Rio Grande,Puerto Rico,745,1671,
52707,for_sale,299000,3,3,0.97,1902802,Carolina,Puerto Rico,987,1550,
86129,for_sale,124000,3,2,0.09,192933,San Juan,Puerto Rico,924,1532,
71378,for_sale,144900,,1,,1403986,Carolina,Puerto Rico,979,300,
101,for_sale,420000,2,2,0.02,924302,Carolina,Puerto Rico,979,1190,
100431,for_sale,345000,2,2,,1911839,Carolina,Puerto Rico,982,1200,
3606,for_sale,1175000,7,2,0.25,731653,San Juan,Puerto Rico,913,2200,
52707,for_sale,86000,3,2,0.27,629347,Canovanas,Puerto Rico,729,1713,
29940,for_sale,142500,3,2,0.02,537813,Canovanas,Puerto Rico,729,1127,
49569,for_sale,85000,3,2,0.09,804634,Carolina,Puerto Rico,982,1047,
74819,for_sale,245000,4,2,0.22,1966324,Canovanas,Puerto Rico,729,1668,
52707,for_sale,80000,3,2,0.08,1855330,Canovanas,Puerto Rico,729,1296,
92147,for_sale,129100,7,5,0.08,1986235,Carolina,Puerto Rico,985,2888,
46667,for_sale,225000,3,2,0.03,1868588,Loiza,Puerto Rico,772,1416,
81495,for_sale,649000,3,2,0.13,1446823,Carolina,Puerto Rico,979,2500,
52707,for_sale,220000,8,4,0.09,116058,Carolina,Puerto Rico,983,1227,
60313,for_sale,529000,3,2,,1111360,Carolina,Puerto Rico,979,1550,
40848,for_sale,81000,3,1,0.06,1855344,Canovanas,Puerto Rico,729,980,
52707,for_sale,110000,7,3,0.1,8895,Carolina,Puerto Rico,985,2546,
80224,for_sale,100000,3,1,0.08,1306114,Carolina,Puerto Rico,985,,
62409,for_sale,150000,3,2,0.1,1903712,Rio Grande,Puerto Rico,745,1374,
74819,for_sale,120000,3,2,,1837483,Carolina,Puerto Rico,987,1320,
78414,for_sale,299000,2,3,,1310132,Rio Grande,Puerto Rico,745,1400,
97595,for_sale,2350000,2,2,,1570474,Rio Grande,Puerto Rico,727,1650,
35686,for_sale,1100000,3,2,,1405435,Carolina,Puerto Rico,979,1826,
81495,for_sale,237500,4,4,0.09,1850255,Carolina,Puerto Rico,985,1190,
52707,for_sale,210000,2,2,,1854726,Carolina,Puerto Rico,979,1229,
62409,for_sale,95000,3,2,,1854712,Canovanas,Puerto Rico,729,1183,
49569,for_sale,180000,3,2,0.07,1855326,Carolina,Puerto Rico,987,1255,
49569,for_sale,86000,6,3,0.08,438618,Carolina,Puerto Rico,983,1785,
74819,for_sale,161000,3,3,,58662,Loiza,Puerto Rico,772,1249,
83071,for_sale,650000,2,2,,1015112,Carolina,Puerto Rico,979,976,
59533,for_sale,102000,3,1,0.07,172638,Carolina,Puerto Rico,985,1000,
1205,for_sale,138000,3,2,,959438,Carolina,Puerto Rico,987,1200,
52707,for_sale,175000,2,2,,1988120,Loiza,Puerto Rico,745,1012,
52707,for_sale,180000,3,2,0.09,418675,Carolina,Puerto Rico,983,1574,
52707,for_sale,695000,2,3,,960166,Carolina,Puerto Rico,979,1445,
3606,for_sale,358000,,1,,1435528,Carolina,Puerto Rico,979,495,
37634,for_sale,725000,2,3,,1862018,Carolina,Puerto Rico,979,,
60313,for_sale,695000,4,4,,1236635,Carolina,Puerto Rico,979,3400,
35686,for_sale,569000,2,2,,1482709,Carolina,Puerto Rico,979,1138,
33842,for_sale,49900,3,1,,596003,Canovanas,Puerto Rico,729,813,
62409,for_sale,70000,3,2,,1854771,Rio Grande,Puerto Rico,745,825,
74819,for_sale,44000,4,2,0.05,114344,Rio Grande,Puerto Rico,738,1113,
43853,for_sale,95000,3,2,0.07,1884213,Carolina,Puerto Rico,987,1600,
40848,for_sale,90000,4,4,0.07,1855328,Loiza,Puerto Rico,772,1561,
46667,for_sale,115000,3,1,0.08,1888363,Carolina,Puerto Rico,982,900,
46667,for_sale,285000,,1,,1842111,Carolina,Puerto Rico,,594,
60313,for_sale,179000,,1,,1037394,Carolina,Puerto Rico,979,504,
35686,for_sale,2400000,6,6,,1482708,Carolina,Puerto Rico,979,6300,
86129,for_sale,86000,3,1,0.08,1905989,Rio Grande,Puerto Rico,745,951,
52707,for_sale,150000,4,2,0.07,1916112,Carolina,Puerto Rico,983,1200,
49569,for_sale,164900,3,2,0.04,1985067,Carolina,Puerto Rico,979,982,
62409,for_sale,90000,3,2,,1842574,Canovanas,Puerto Rico,729,1135,
49569,for_sale,94000,4,2,0.08,536852,Carolina,Puerto Rico,982,1255,
88441,for_sale,3000000,7,10,0.17,1760561,San Juan,Puerto Rico,913,4800,
52707,for_sale,350000,1,1,,1501069,Carolina,Puerto Rico,979,691,
74819,for_sale,699000,3,2,,18664,Carolina,Puerto Rico,987,1200,
52707,for_sale,300000,,,24.28,1962659,Canovanas,Puerto Rico,729,,
74819,for_sale,61000,4,2,0.11,820672,Canovanas,Puerto Rico,729,1228,
74819,for_sale,159900,5,5,0.07,1854960,Carolina,Puerto Rico,983,3303,
40848,for_sale,115000,3,1,0.07,1854801,Rio Grande,Puerto Rico,745,932,
52707,for_sale,369000,4,2,0.08,1904238,Canovanas,Puerto Rico,729,,
71826,for_sale,179000,3,2,,1897486,Carolina,Puerto Rico,979,1379,
46667,for_sale,240000,3,2,,553893,Loiza,Puerto Rico,745,1239,
92147,for_sale,126000,3,2,,1854821,Carolina,Puerto Rico,949,1410,
52707,for_sale,750000,3,3,0.13,792806,Carolina,Puerto Rico,979,2100,
52707,for_sale,29000,1,1,0.18,1913906,Canovanas,Puerto Rico,729,586,
52707,for_sale,99000,3,2,0.05,329484,Rio Grande,Puerto Rico,745,1587,
83071,for_sale,57000,1,1,,6930,Carolina,Puerto Rico,983,616,
1205,for_sale,160000,3,2,,1512580,Carolina,Puerto Rico,987,1218,
46019,for_sale,35000,,,0.59,1369974,Rio Grande,Puerto Rico,745,,
61543,for_sale,400000,1,1,,1435527,Carolina,Puerto Rico,979,905,
46667,for_sale,1500000,3,2,,1178855,Carolina,Puerto Rico,979,1451,
88444,for_sale,240000,2,2,0.11,1988125,Patillas,Puerto Rico,723,645,
10890,for_sale,700000,6,4,68,1856980,Patillas,Puerto Rico,723,,
33447,for_sale,5000000,4,3,68,1857023,Patillas,Puerto Rico,723,,
10890,for_sale,100000,,,5.91,1856932,Patillas,Puerto Rico,723,,
82827,for_sale,475000,,,7.01,1940312,Patillas,Puerto Rico,723,,
82827,for_sale,475000,,,7.22,1946959,Patillas,Puerto Rico,723,,
75895,for_sale,64000,3,1,2.03,1902784,Caguas,Puerto Rico,725,678,
75895,for_sale,145000,9,3,0.25,1948598,Caguas,Puerto Rico,725,,
75895,for_sale,85000,7,4,0.08,1903934,Caguas,Puerto Rico,725,950,
18211,for_sale,144900,3,2,,1942877,Caguas,Puerto Rico,725,1086,
37047,for_sale,110000,4,2,0.4,1941749,Caguas,Puerto Rico,725,9180,
75895,for_sale,235000,3,3,,1875741,Caguas,Puerto Rico,725,2052,
15085,for_sale,110000,3,2,0.02,1855356,Caguas,Puerto Rico,725,1048,
48574,for_sale,80000,3,1,0.03,1855335,Caguas,Puerto Rico,725,831,
28154,for_sale,295000,6,6,0.11,1052135,Caguas,Puerto Rico,725,3801,
75895,for_sale,175000,3,2,0.08,1897352,Caguas,Puerto Rico,725,1343,
46788,for_sale,450000,4,4,0.1,917313,Caguas,Puerto Rico,725,2818,
37047,for_sale,95000,3,2,0.02,1941879,Caguas,Puerto Rico,725,923,
37047,for_sale,92500,3,2,0.06,1988292,Caguas,Puerto Rico,725,919,
75895,for_sale,120000,3,2,,1840564,Caguas,Puerto Rico,725,1152,
31897,for_sale,1375000,6,8,0.7,1877383,Caguas,Puerto Rico,725,8500,
29911,for_sale,120000,3,1,0.02,1320016,Caguas,Puerto Rico,725,1017,
10890,for_sale,138000,4,2,0.02,1837663,Caguas,Puerto Rico,725,1131,
25107,for_sale,328000,,,0.95,1985063,Caguas,Puerto Rico,725,,
105705,for_sale,795000,4,4,2500,1837636,Caguas,Puerto Rico,725,4400,
25107,for_sale,278000,,,0.81,1985064,Caguas,Puerto Rico,725,,
19383,for_sale,1500000,,,6,482517,Caguas,Puerto Rico,725,27591,
66974,for_sale,69000,3,2,0.06,595147,Caguas,Puerto Rico,727,828,
102147,for_sale,115000,3,2,0.02,1940221,Caguas,Puerto Rico,727,1293,
72408,for_sale,80000,3,1,0.2,984509,Caguas,Puerto Rico,727,900,
15080,for_sale,120000,3,1,0.07,1941748,Caguas,Puerto Rico,727,846,
62066,for_sale,62000,3,1,0.13,1204242,Ponce,Puerto Rico,728,,
62066,for_sale,95000,3,10,2960,926801,Ponce,Puerto Rico,728,638,
8677,for_sale,75000,3,1,,,Ponce,Puerto Rico,730,1046,
85121,for_sale,100000,2,1,0.08,734905,Ponce,Puerto Rico,730,817,
62066,for_sale,95000,3,2,1825,1837365,Ponce,Puerto Rico,730,1800,
8263,for_sale,60000,3,1,,1856910,Ponce,Puerto Rico,730,1047,
88444,for_sale,99995,3,1,0.06,572830,Ponce,Puerto Rico,730,840,
88444,for_sale,795000,5,5,0.42,892755,Ponce,Puerto Rico,730,5575,
8263,for_sale,499000,4,2,0.12,331946,Ponce,Puerto Rico,730,2971,
108671,for_sale,65000,3,1,0.24,1856971,Orocovis,Puerto Rico,720,900,
108671,for_sale,200000,7,5,0.14,1856925,Orocovis,Puerto Rico,720,3000,
108671,for_sale,120000,4,3,0.22,1857021,Orocovis,Puerto Rico,720,1430,
108671,for_sale,76000,3,1,0.07,1856926,Orocovis,Puerto Rico,720,1000,
88444,for_sale,99995,6,4,0.09,1940306,Orocovis,Puerto Rico,720,1750,
108671,for_sale,155000,,,8.9,1856923,Orocovis,Puerto Rico,720,,
85121,for_sale,210000,3,4,5,1902768,Ponce,Puerto Rico,731,1500,
49592,for_sale,57900,3,1,0.24,1959992,Ponce,Puerto Rico,731,845,
60830,for_sale,300000,6,2,1.56,1856907,Ponce,Puerto Rico,731,2250,
104659,for_sale,82500,3,2,,1862019,Ponce,Puerto Rico,731,,
8677,for_sale,145000,3,2,,827454,Ponce,Puerto Rico,731,1100,
102922,for_sale,79900,6,2,,1771488,Canovanas,Puerto Rico,729,2400,
32511,for_sale,96000,2,1,0.07,792804,Canovanas,Puerto Rico,729,900,
103848,for_sale,330000,8,5,,1842733,Canovanas,Puerto Rico,729,4371,
77431,for_sale,950000,3,5,11.82,1946165,Canovanas,Puerto Rico,729,,
71837,for_sale,108000,,,4.3,1902782,Canovanas,Puerto Rico,729,,
32511,for_sale,1200000,,,80,548086,Canovanas,Puerto Rico,729,,
29911,for_sale,199000,,,6.9,1844379,Canovanas,Puerto Rico,729,,
71837,for_sale,72000,,,2.3,918009,Canovanas,Puerto Rico,729,,
52707,for_sale,55500,3,1,0.09,1854896,Ceiba,Puerto Rico,735,704,
29911,for_sale,50000,2,1,,1320001,Ceiba,Puerto Rico,735,,
29911,for_sale,200000,3,2,0.02,1862021,Ceiba,Puerto Rico,735,1126,
72457,for_sale,399900,3,3,0.76,1861865,Ceiba,Puerto Rico,735,927,
52270,for_sale,183600,3,2,0.12,249007,Ceiba,Puerto Rico,735,1785,
96657,for_sale,96500,3,2,,1855333,Ceiba,Puerto Rico,735,1057,
62409,for_sale,56000,3,1,,1842566,Ceiba,Puerto Rico,735,822,
52707,for_sale,275000,6,4,0.19,1657335,Ceiba,Puerto Rico,735,2506,
28154,for_sale,135000,3,2,0.01,18653,Ceiba,Puerto Rico,735,1168,
32511,for_sale,195000,,,13,1825572,Ceiba,Puerto Rico,735,,
32511,for_sale,2500000,,,102,1827843,Ceiba,Puerto Rico,735,,
75895,for_sale,86000,2,1,0.03,1966344,Cayey,Puerto Rico,736,550,
5254,for_sale,56000,,,1.12,1902839,Cayey,Puerto Rico,736,,
72457,for_sale,59900,,,0.22,1941207,Cayey,Puerto Rico,736,,
75895,for_sale,84000,3,1,0.02,578117,Cayey,Puerto Rico,736,800,
3464,for_sale,175000,3,2,0.01,13811,Cayey,Puerto Rico,736,1286,
47931,for_sale,165000,5,5,0.46,1967733,Fajardo,Puerto Rico,738,3363,
59533,for_sale,48000,3,1,0.04,270264,Fajardo,Puerto Rico,738,750,
74819,for_sale,64900,3,2,0.08,1854832,Fajardo,Puerto Rico,738,1046,
96657,for_sale,95000,3,1,,1349573,Fajardo,Puerto Rico,738,1344,
46788,for_sale,1195000,2,3,0.1,1908247,Fajardo,Puerto Rico,738,1888,
87549,for_sale,56200,3,1,0.06,792340,Fajardo,Puerto Rico,738,700,
86129,for_sale,61000,2,1,1.18,66251,Fajardo,Puerto Rico,738,629,
30740,for_sale,96000,3,1,0.07,1446073,Fajardo,Puerto Rico,738,1048,
62409,for_sale,85600,3,2,0.07,1903703,Fajardo,Puerto Rico,738,1044,
46788,for_sale,995000,3,3,0.01,22800,Fajardo,Puerto Rico,738,2082,
29911,for_sale,80000,3,2,0.02,1320000,Fajardo,Puerto Rico,738,889,
33842,for_sale,64900,3,2,0.07,1307758,Fajardo,Puerto Rico,738,732,
103954,for_sale,110000,3,2,0.08,1855339,Fajardo,Puerto Rico,738,1157,
33842,for_sale,59900,3,2,0.09,1643420,Fajardo,Puerto Rico,738,1012,
62409,for_sale,35000,2,1,0.1,1884202,Fajardo,Puerto Rico,738,709,
33842,for_sale,119900,3,2,0.11,1899795,Fajardo,Puerto Rico,738,1205,
61748,for_sale,100000,3,2,0.27,1135907,Fajardo,Puerto Rico,738,380,
47981,for_sale,395000,4,3,1.03,1824909,Fajardo,Puerto Rico,738,2610,
16919,for_sale,3195000,9,10,25.14,1857000,Fajardo,Puerto Rico,738,7363,
